machineId,timestamp,Auto_Manual_Status,CHLR016,Common_Alarm_Status,Compressor1_RunHours,Compressor2_RunHours,Compressor_1_Discharge_press,Compressor_1_Fan_speed,Compressor_1_Load,Compressor_1_Suction_press,Compressor_2_Discharge_press,Compressor_2_Fan_speed,Compressor_2_Load,Compressor_2_Suction_press,Condenser_Inlet_Temp,Condenser_Outlet_Temp,Energy_Consumption ValueY,Evaporator_Inlet_Temp,Evaporator_Outlet_Temp,Fault_Status,Flow ValueY,KW ValueY,On_Off_Status ValueY,Outlet_Setpoint_Celsius,Outlet_temperature ValueY,inlet_temperature ValueY,status,Criticality
2821,2026-01-01 08:00:00,,,0.617000,,,325.227000,97.553000,80.495000,70.141000,314.841000,84.759000,88.624000,66.482000,28.319000,34.793000,40216.489000,14.870000,8.254000,,65.439000,15.499000,0.487000,23.988000,235.880000,233.619000,Working,High
2821,2026-01-01 08:15:00,,,0.437000,,,315.751000,90.746000,59.239000,67.535000,274.966000,80.132000,94.044000,81.639000,28.425000,33.218000,40216.739000,13.445000,8.886000,,82.423000,18.760000,0.614000,21.595000,260.307000,261.322000,Working,High
2821,2026-01-01 08:30:00,,,0.532000,,,335.082000,49.819000,44.833000,78.017000,313.868000,50.728000,45.551000,87.264000,29.480000,33.712000,40216.899000,10.804000,7.264000,,63.412000,97.055000,0.420000,23.104000,282.728000,285.860000,Working,High
2821,2026-01-01 08:45:00,,,0.025000,,,223.193000,64.943000,47.629000,101.066000,370.848000,65.121000,51.437000,100.786000,28.454000,33.030000,40216.988000,14.199000,8.862000,,111.495000,10.824000,0.791000,21.959000,306.478000,311.115000,Working,High
2821,2026-01-01 09:00:00,,,0.298000,,,220.589000,82.901000,33.891000,107.947000,303.672000,80.554000,48.978000,82.836000,25.587000,33.947000,40217.047000,14.961000,7.556000,,98.897000,113.975000,0.568000,21.531000,332.127000,337.436000,Working,High
2821,2026-01-01 09:15:00,,,0.003000,,,356.650000,65.095000,98.237000,78.531000,257.722000,73.252000,75.209000,101.198000,26.901000,29.688000,40217.104000,12.530000,7.056000,,56.831000,104.416000,0.679000,21.942000,353.481000,358.136000,Working,High
2821,2026-01-01 09:30:00,,,0.028000,,,276.545000,48.461000,86.617000,98.738000,320.386000,57.709000,72.130000,94.036000,24.687000,32.918000,40217.332000,12.789000,7.822000,,83.738000,46.102000,0.214000,22.234000,377.221000,385.347000,Working,High
2821,2026-01-01 09:45:00,,,0.833000,,,376.504000,31.102000,42.956000,68.745000,326.258000,77.233000,67.792000,114.993000,27.150000,30.918000,40217.524000,13.045000,6.954000,,85.665000,111.676000,0.792000,21.664000,402.695000,405.987000,Working,High
2821,2026-01-01 10:00:00,,,0.716000,,,251.230000,32.447000,79.123000,106.822000,300.339000,79.843000,31.638000,66.622000,27.809000,32.533000,40217.682000,13.890000,7.277000,,111.701000,95.237000,0.566000,23.108000,426.754000,432.447000,Working,High
2821,2026-01-01 10:15:00,,,0.510000,,,258.770000,70.246000,46.282000,93.481000,266.416000,82.525000,41.260000,102.043000,28.652000,32.030000,40217.788000,12.898000,6.867000,,28.726000,112.984000,0.281000,23.936000,448.926000,457.110000,Working,High
2821,2026-01-01 10:30:00,,,0.800000,,,265.126000,96.045000,32.796000,68.888000,343.790000,42.141000,92.448000,113.229000,26.004000,34.714000,40217.862000,13.198000,6.789000,,54.999000,63.458000,0.775000,21.306000,472.809000,482.846000,Working,High
2821,2026-01-01 10:45:00,,,0.486000,,,229.537000,35.470000,77.927000,73.181000,264.664000,42.684000,80.015000,65.626000,25.803000,29.514000,40218.091000,14.165000,7.056000,,114.225000,43.913000,0.122000,23.815000,495.141000,510.115000,Working,High
2821,2026-01-01 11:00:00,,,0.552000,,,327.456000,37.549000,35.228000,101.012000,367.439000,86.336000,76.884000,68.729000,24.469000,33.722000,40218.368000,10.807000,7.391000,,88.374000,51.322000,0.413000,21.759000,520.919000,531.308000,Working,High
2821,2026-01-01 11:15:00,,,0.773000,,,259.268000,65.172000,44.175000,65.843000,233.375000,69.536000,99.805000,108.195000,26.853000,31.954000,40218.468000,10.257000,7.789000,,71.901000,16.734000,0.038000,22.636000,546.806000,553.550000,Working,High
2821,2026-01-01 11:30:00,,,1.000000,,,378.289000,57.887000,36.991000,114.370000,315.706000,53.461000,79.414000,82.955000,29.179000,33.393000,40218.683000,11.555000,7.449000,,79.708000,89.754000,0.660000,22.479000,570.467000,577.738000,Working,High
2821,2026-01-01 11:45:00,,,0.454000,,,345.818000,91.918000,56.411000,71.382000,258.461000,94.630000,69.992000,87.419000,25.652000,29.872000,40218.852000,11.628000,8.577000,,64.059000,85.537000,0.575000,21.804000,590.871000,605.509000,Working,High
2821,2026-01-01 12:00:00,,,0.943000,,,233.233000,64.830000,68.390000,86.906000,348.603000,86.839000,94.724000,114.095000,28.547000,29.598000,40219.103000,14.741000,7.535000,,35.688000,61.668000,0.640000,23.846000,611.259000,628.257000,Working,High
2821,2026-01-01 12:15:00,,,0.346000,,,288.691000,34.823000,79.050000,81.218000,377.956000,68.710000,78.371000,88.718000,29.459000,33.728000,40219.168000,13.537000,6.362000,,26.073000,104.366000,0.507000,22.783000,631.374000,652.945000,Working,High
2821,2026-01-01 12:30:00,,,0.702000,,,228.657000,69.502000,58.062000,72.282000,248.850000,65.365000,47.375000,79.016000,25.969000,33.470000,40219.460000,11.323000,8.121000,,28.410000,15.486000,0.358000,23.498000,652.986000,676.479000,Working,High
2821,2026-01-01 12:45:00,,,0.136000,,,261.780000,40.228000,75.246000,82.439000,241.342000,75.947000,31.644000,97.671000,27.337000,34.509000,40219.715000,12.481000,7.377000,,29.859000,100.894000,0.968000,23.054000,678.415000,702.788000,Working,High
2821,2026-01-01 13:00:00,,,0.083000,,,223.009000,65.698000,71.065000,90.083000,261.646000,66.638000,75.979000,90.755000,24.905000,29.183000,40219.927000,11.596000,8.980000,,75.184000,66.348000,0.101000,21.931000,704.123000,729.919000,Working,High
2821,2026-01-01 13:15:00,,,0.800000,,,299.233000,86.182000,44.172000,93.087000,348.648000,60.914000,81.105000,98.496000,25.294000,33.944000,40220.088000,11.258000,8.579000,,92.231000,13.129000,0.264000,21.509000,726.505000,754.048000,Working,High
2821,2026-01-01 13:30:00,,,0.468000,,,352.431000,77.398000,64.106000,110.792000,233.838000,41.958000,63.151000,93.969000,28.832000,32.834000,40220.215000,14.333000,7.381000,,24.519000,38.930000,0.178000,22.475000,748.212000,779.487000,Working,High
2821,2026-01-01 13:45:00,,,0.930000,,,234.772000,87.617000,65.225000,98.883000,236.962000,83.535000,27.359000,114.866000,25.893000,30.218000,40220.302000,13.792000,8.194000,,28.693000,93.152000,0.539000,21.956000,774.179000,805.506000,Working,High
2821,2026-01-01 14:00:00,,,0.015000,,,282.773000,37.275000,66.921000,107.740000,354.892000,30.969000,56.774000,112.372000,28.853000,34.661000,40220.377000,11.709000,7.532000,,74.073000,114.961000,0.222000,23.155000,795.169000,832.634000,Working,High
2821,2026-01-01 14:15:00,,,0.339000,,,267.993000,41.724000,41.090000,103.318000,325.549000,30.938000,87.088000,93.188000,25.184000,29.664000,40220.635000,12.986000,7.773000,,28.441000,116.647000,0.874000,21.732000,817.527000,858.928000,Working,High
2821,2026-01-01 14:30:00,,,0.928000,,,245.021000,73.152000,94.951000,106.970000,351.599000,38.646000,65.707000,94.124000,28.442000,33.072000,40220.932000,11.609000,7.001000,,48.490000,54.149000,0.348000,22.054000,838.643000,879.098000,Working,High
2821,2026-01-01 14:45:00,,,0.769000,,,220.727000,83.725000,48.873000,111.796000,232.905000,95.244000,54.752000,95.672000,25.863000,34.731000,40221.203000,11.100000,7.391000,,65.696000,30.769000,0.761000,22.656000,859.568000,900.932000,Working,High
2821,2026-01-01 15:00:00,,,0.631000,,,222.173000,82.298000,43.062000,77.840000,269.542000,57.861000,83.487000,92.721000,27.902000,34.840000,40221.302000,13.763000,8.262000,,57.145000,67.831000,0.029000,21.283000,883.703000,928.785000,Working,High
2821,2026-01-01 15:15:00,,,0.503000,,,226.403000,44.581000,35.391000,76.408000,359.668000,62.564000,67.606000,76.088000,25.019000,33.709000,40221.413000,12.748000,6.504000,,99.633000,26.196000,0.759000,23.594000,903.831000,953.815000,Working,High
2821,2026-01-01 15:30:00,,,0.026000,,,297.476000,89.285000,67.499000,112.667000,281.135000,48.496000,67.018000,104.469000,28.577000,31.141000,40221.515000,10.510000,8.519000,,103.072000,87.747000,0.734000,21.046000,929.084000,976.442000,Working,High
2821,2026-01-01 15:45:00,,,0.435000,,,373.602000,92.438000,43.969000,110.810000,237.690000,70.296000,94.007000,85.113000,28.637000,30.934000,40221.807000,13.547000,8.720000,,31.680000,16.729000,0.430000,23.033000,953.387000,997.284000,Working,High
2821,2026-01-01 16:00:00,,,0.234000,,,321.367000,69.622000,36.802000,86.061000,280.526000,56.494000,31.968000,82.680000,24.177000,29.789000,40221.907000,10.078000,8.972000,,57.571000,118.280000,0.672000,21.063000,974.360000,1023.543000,Working,High
2821,2026-01-01 16:15:00,,,0.094000,,,352.458000,57.725000,90.965000,77.506000,374.103000,75.556000,63.506000,93.234000,24.819000,32.467000,40222.017000,12.907000,7.573000,,30.677000,113.576000,0.590000,22.556000,999.678000,1046.481000,Working,High
2821,2026-01-01 16:30:00,,,0.682000,,,326.491000,96.432000,97.439000,81.356000,263.267000,38.261000,32.016000,89.268000,24.112000,32.230000,40222.106000,13.077000,7.408000,,89.669000,54.536000,0.480000,22.708000,1020.289000,1073.265000,Working,High
2821,2026-01-01 16:45:00,,,0.384000,,,288.014000,79.263000,79.544000,89.369000,369.500000,88.547000,66.509000,83.122000,24.497000,33.234000,40222.330000,14.793000,7.716000,,44.624000,99.103000,0.676000,22.081000,1044.221000,1098.886000,Working,High
2821,2026-01-01 17:00:00,,,0.596000,,,225.577000,74.327000,80.612000,69.373000,249.367000,48.328000,84.340000,66.632000,26.182000,32.024000,40222.532000,14.163000,7.439000,,49.415000,45.826000,0.240000,23.110000,1068.180000,1124.325000,Working,High
2821,2026-01-01 17:15:00,,,0.425000,,,255.866000,94.512000,99.180000,95.545000,243.746000,32.430000,78.726000,83.407000,24.392000,30.893000,40222.696000,13.899000,7.082000,,55.338000,37.875000,0.223000,23.087000,1092.584000,1145.172000,Working,High
2821,2026-01-01 17:30:00,,,0.014000,,,374.290000,34.303000,89.155000,109.138000,274.436000,40.554000,68.672000,114.222000,28.040000,33.416000,40222.752000,14.988000,8.280000,,93.657000,10.033000,0.243000,22.620000,1118.098000,1166.306000,Working,High
2821,2026-01-01 17:45:00,,,0.792000,,,260.551000,80.736000,34.911000,105.496000,312.338000,94.258000,42.638000,73.407000,28.275000,32.517000,40223.031000,14.854000,6.762000,,60.656000,68.022000,0.373000,23.831000,1143.002000,1188.156000,Working,High
2821,2026-01-01 18:00:00,,,0.464000,,,354.415000,36.699000,77.921000,104.441000,223.209000,43.837000,46.393000,66.689000,27.054000,32.876000,40223.242000,12.455000,8.493000,,45.091000,60.758000,0.133000,22.155000,1166.002000,1214.045000,Working,High
2821,2026-01-01 18:15:00,,,0.831000,,,223.979000,99.999000,76.080000,102.550000,276.024000,62.449000,70.184000,108.252000,26.286000,32.756000,40223.347000,11.812000,6.638000,,55.534000,69.511000,0.394000,22.794000,1191.680000,1236.774000,Working,High
2821,2026-01-01 18:30:00,,,0.211000,,,237.669000,61.074000,99.029000,67.350000,339.406000,67.763000,67.278000,101.394000,27.797000,30.763000,40223.504000,14.196000,8.218000,,53.831000,10.650000,0.258000,22.182000,1215.811000,1261.134000,Working,High
2821,2026-01-01 18:45:00,,,0.438000,,,238.114000,56.841000,63.940000,111.381000,339.105000,52.382000,52.952000,99.191000,26.455000,31.570000,40223.739000,13.731000,8.125000,,62.182000,26.207000,0.111000,21.994000,1238.565000,1288.324000,Working,High
2821,2026-01-01 19:00:00,,,0.983000,,,338.791000,62.314000,38.011000,89.260000,288.754000,62.506000,27.219000,106.467000,27.107000,32.445000,40224.041000,10.090000,8.194000,,84.848000,14.549000,0.813000,22.770000,1261.514000,1312.617000,Working,High
2821,2026-01-01 19:15:00,,,0.037000,,,257.284000,71.442000,79.331000,87.188000,378.751000,71.616000,99.110000,105.808000,27.362000,31.016000,40224.270000,14.226000,6.001000,,47.901000,116.601000,0.843000,22.369000,1283.273000,1337.193000,Working,High
2821,2026-01-01 19:30:00,,,0.480000,,,357.501000,43.478000,59.794000,77.193000,292.699000,58.989000,65.123000,67.435000,24.533000,29.579000,40224.562000,14.118000,7.969000,,114.689000,90.397000,0.617000,22.484000,1308.868000,1360.400000,Working,High
2821,2026-01-01 19:45:00,,,0.356000,,,295.404000,70.786000,56.180000,71.932000,320.770000,57.468000,82.622000,81.023000,28.633000,29.801000,40224.820000,11.966000,8.418000,,100.517000,22.300000,0.050000,22.746000,1333.451000,1387.719000,Working,High
2821,2026-01-01 20:00:00,,,0.288000,,,359.421000,35.586000,29.365000,91.053000,334.273000,93.950000,47.911000,110.012000,28.462000,30.230000,40224.964000,13.243000,7.514000,,25.985000,108.848000,0.385000,22.258000,1354.818000,1412.312000,Working,High
2821,2026-01-01 20:15:00,,,0.625000,,,273.556000,30.710000,31.520000,80.246000,341.311000,83.114000,43.513000,65.790000,26.835000,29.658000,40225.094000,12.189000,6.181000,,73.887000,105.617000,0.675000,21.784000,1377.387000,1436.986000,Working,High
2821,2026-01-01 20:30:00,,,0.187000,,,254.826000,83.142000,71.897000,94.988000,236.478000,62.975000,67.773000,96.525000,26.435000,34.662000,40225.381000,11.884000,6.771000,,107.096000,82.052000,0.235000,21.968000,1399.619000,1458.375000,Working,High
2821,2026-01-01 20:45:00,,,0.417000,,,278.242000,57.596000,26.187000,99.645000,285.206000,77.113000,78.306000,75.346000,28.765000,34.863000,40225.557000,11.060000,8.340000,,111.573000,51.104000,0.010000,21.689000,1419.856000,1478.933000,Working,High
2821,2026-01-01 21:00:00,,,0.621000,,,240.346000,43.537000,37.219000,69.143000,277.019000,90.948000,60.247000,102.374000,26.814000,30.232000,40225.665000,13.094000,7.180000,,113.581000,108.062000,0.823000,21.660000,1441.449000,1504.624000,Working,High
2821,2026-01-01 21:15:00,,,0.951000,,,347.018000,34.273000,43.951000,103.362000,376.866000,83.720000,48.067000,82.208000,26.852000,33.279000,40225.723000,13.669000,7.736000,,112.726000,99.544000,0.879000,23.372000,1464.705000,1532.059000,Working,High
2821,2026-01-01 21:30:00,,,0.464000,,,344.744000,83.211000,94.567000,104.313000,234.854000,40.466000,92.801000,85.915000,27.220000,34.831000,40225.932000,12.662000,7.731000,,24.054000,41.175000,0.273000,23.990000,1485.423000,1555.077000,Working,High
2821,2026-01-01 21:45:00,,,0.023000,,,237.851000,90.688000,55.076000,67.638000,242.635000,39.398000,60.064000,113.160000,28.062000,34.591000,40226.224000,11.070000,8.363000,,78.999000,75.291000,0.556000,23.078000,1510.453000,1575.688000,Working,High
2821,2026-01-01 22:00:00,,,0.251000,,,285.568000,47.489000,89.637000,65.736000,338.742000,93.312000,37.544000,112.638000,27.192000,32.708000,40226.352000,11.568000,8.136000,,59.181000,32.435000,0.040000,23.752000,1533.218000,1600.567000,Working,High
2821,2026-01-01 22:15:00,,,0.584000,,,258.037000,69.207000,82.724000,105.130000,231.554000,85.131000,91.890000,112.214000,28.273000,33.201000,40226.479000,10.972000,8.264000,,96.306000,41.950000,0.023000,22.703000,1559.106000,1627.157000,Working,High
2821,2026-01-01 22:30:00,,,0.885000,,,233.339000,46.708000,74.062000,81.267000,245.558000,46.623000,72.629000,101.914000,26.602000,31.818000,40226.598000,13.240000,8.926000,,57.865000,63.179000,0.247000,21.989000,1581.180000,1649.675000,Working,High
2821,2026-01-01 22:45:00,,,0.628000,,,358.731000,50.584000,28.059000,79.385000,304.733000,85.598000,78.261000,114.802000,29.091000,30.857000,40226.857000,13.973000,6.703000,,22.980000,15.962000,0.576000,21.786000,1605.101000,1673.246000,Working,High
2821,2026-01-01 23:00:00,,,0.365000,,,289.302000,34.309000,43.054000,92.360000,324.777000,71.941000,73.585000,100.552000,28.915000,30.778000,40227.061000,10.649000,8.412000,,117.614000,92.586000,0.279000,22.278000,1625.198000,1693.812000,Working,High
2821,2026-01-01 23:15:00,,,0.426000,,,331.619000,61.699000,96.340000,81.236000,299.135000,63.333000,84.299000,113.712000,26.728000,29.344000,40227.246000,13.703000,8.488000,,46.098000,51.341000,0.403000,22.709000,1649.343000,1715.149000,Working,High
2821,2026-01-01 23:30:00,,,0.384000,,,274.433000,39.356000,94.087000,113.594000,235.197000,92.602000,69.316000,91.952000,28.624000,30.950000,40227.346000,10.604000,7.804000,,98.922000,93.688000,0.970000,21.832000,1669.526000,1742.311000,Working,High
2821,2026-01-01 23:45:00,,,0.346000,,,319.939000,76.559000,62.840000,83.781000,236.195000,36.044000,78.615000,76.802000,28.723000,31.117000,40227.499000,10.059000,7.099000,,42.637000,94.357000,0.088000,23.625000,1690.025000,1765.672000,Working,High
2821,2026-01-02 00:00:00,,,0.933000,,,331.120000,87.028000,69.346000,106.147000,375.217000,42.025000,77.719000,108.540000,29.250000,31.345000,40227.780000,13.008000,6.400000,,117.850000,116.840000,0.103000,21.974000,1711.190000,1791.615000,Working,High
2821,2026-01-02 00:15:00,,,0.281000,,,341.919000,89.908000,43.929000,108.140000,337.535000,62.151000,83.764000,101.592000,26.507000,33.090000,40227.842000,10.891000,8.738000,,57.240000,64.084000,0.840000,23.621000,1735.337000,1811.673000,Working,High
2821,2026-01-02 00:30:00,,,0.666000,,,351.555000,41.166000,66.897000,89.696000,358.680000,83.625000,61.822000,90.365000,28.431000,30.096000,40228.050000,14.264000,6.451000,,71.220000,112.885000,0.989000,22.719000,1760.976000,1835.212000,Working,High
2821,2026-01-02 00:45:00,,,0.495000,,,342.365000,37.265000,46.334000,65.464000,258.408000,32.734000,48.563000,82.670000,27.366000,29.462000,40228.107000,11.177000,6.958000,,100.166000,100.884000,0.425000,22.844000,1785.154000,1860.975000,Working,High
2821,2026-01-02 01:00:00,,,0.508000,,,321.363000,52.286000,49.869000,66.277000,295.051000,89.915000,70.248000,68.159000,26.862000,34.835000,40228.366000,10.866000,7.415000,,38.645000,59.754000,0.995000,22.458000,1807.616000,1886.975000,Working,High
2821,2026-01-02 01:15:00,,,0.665000,,,266.946000,73.307000,37.271000,86.367000,355.882000,30.913000,42.026000,75.012000,24.945000,30.862000,40228.638000,12.486000,8.622000,,61.446000,41.942000,0.176000,23.879000,1831.110000,1913.528000,Working,High
2821,2026-01-02 01:30:00,,,0.207000,,,252.084000,43.135000,69.873000,88.592000,264.833000,58.576000,75.780000,88.436000,28.671000,31.899000,40228.725000,12.919000,7.383000,,72.984000,37.966000,0.656000,23.001000,1856.515000,1934.910000,Working,High
2821,2026-01-02 01:45:00,,,0.591000,,,287.260000,62.135000,68.960000,100.905000,275.563000,94.645000,35.899000,105.351000,26.119000,32.697000,40228.820000,14.472000,7.545000,,115.588000,69.119000,0.177000,22.268000,1876.735000,1956.673000,Working,High
2821,2026-01-02 02:00:00,,,0.741000,,,255.045000,81.481000,59.595000,70.786000,227.060000,38.782000,72.408000,86.552000,28.240000,29.290000,40229.014000,10.832000,7.395000,,118.554000,18.504000,0.391000,22.708000,1900.800000,1980.160000,Working,High
2821,2026-01-02 02:15:00,,,0.029000,,,275.915000,59.528000,40.899000,105.178000,226.949000,74.104000,31.463000,71.717000,25.444000,32.180000,40229.240000,11.868000,6.837000,,61.698000,33.275000,0.612000,23.995000,1922.301000,2005.173000,Working,High
2821,2026-01-02 02:30:00,,,0.662000,,,280.053000,80.325000,79.691000,96.011000,244.494000,77.764000,28.615000,80.819000,28.511000,32.954000,40229.324000,11.974000,7.900000,,96.686000,89.004000,0.660000,23.411000,1946.020000,2031.651000,Working,High
2821,2026-01-02 02:45:00,,,0.786000,,,328.167000,54.429000,87.921000,88.347000,301.167000,60.536000,62.102000,81.000000,26.573000,30.725000,40229.583000,10.654000,6.912000,,23.316000,21.605000,0.309000,21.980000,1970.213000,2053.089000,Working,High
2821,2026-01-02 03:00:00,,,0.600000,,,326.417000,51.011000,86.510000,65.364000,275.686000,85.988000,58.578000,98.848000,28.659000,33.180000,40229.746000,14.065000,7.012000,,108.812000,92.136000,0.393000,21.269000,1990.492000,2077.374000,Working,High
2821,2026-01-02 03:15:00,,,0.022000,,,304.047000,49.328000,94.960000,79.177000,329.269000,60.338000,56.676000,83.933000,26.794000,32.552000,40230.033000,10.948000,6.036000,,63.597000,103.990000,0.653000,22.494000,2014.400000,2099.813000,Working,High
2821,2026-01-02 03:30:00,,,0.477000,,,255.583000,72.085000,88.464000,73.893000,304.754000,34.873000,79.585000,67.089000,29.038000,33.116000,40230.332000,10.574000,6.958000,,41.868000,45.441000,0.695000,23.980000,2035.118000,2122.341000,Working,High
2821,2026-01-02 03:45:00,,,0.933000,,,293.458000,72.728000,25.340000,78.774000,358.163000,43.879000,94.676000,88.643000,28.807000,31.186000,40230.400000,11.101000,7.792000,,86.273000,82.955000,0.230000,21.540000,2058.897000,2145.218000,Working,High
2821,2026-01-02 04:00:00,,,0.561000,,,348.435000,78.303000,53.845000,102.087000,260.357000,71.938000,92.112000,81.434000,26.148000,34.277000,40230.570000,14.108000,8.220000,,109.620000,38.488000,0.418000,23.833000,2082.796000,2171.018000,Working,High
2821,2026-01-02 04:15:00,,,0.257000,,,281.089000,83.102000,93.288000,85.072000,320.111000,56.379000,89.337000,92.106000,28.697000,29.353000,40230.802000,14.572000,6.240000,,113.368000,68.299000,0.501000,22.737000,2106.724000,2194.968000,Working,High
2821,2026-01-02 04:30:00,,,0.796000,,,348.506000,88.820000,79.948000,113.565000,359.826000,67.578000,67.144000,68.504000,28.577000,34.968000,40230.957000,12.872000,8.051000,,106.734000,14.254000,0.670000,22.910000,2131.433000,2220.747000,Working,High
2821,2026-01-02 04:45:00,,,0.132000,,,256.722000,83.356000,82.991000,98.624000,316.057000,98.031000,39.171000,83.205000,28.124000,33.483000,40231.120000,12.182000,7.175000,,103.236000,14.337000,0.930000,22.618000,2155.173000,2245.639000,Working,High
2821,2026-01-02 05:00:00,,,0.955000,,,285.355000,93.871000,99.374000,101.932000,277.737000,88.225000,96.430000,107.187000,27.444000,30.859000,40231.334000,10.649000,8.814000,,51.607000,73.160000,0.992000,21.916000,2177.443000,2272.887000,Working,High
2821,2026-01-02 05:15:00,,,0.780000,,,352.176000,37.365000,76.726000,110.472000,227.284000,55.466000,71.783000,82.914000,27.709000,32.752000,40231.615000,11.175000,8.372000,,96.892000,105.284000,0.051000,23.169000,2202.702000,2295.634000,Working,High
2821,2026-01-02 05:30:00,,,0.025000,,,298.832000,47.880000,62.540000,105.991000,295.945000,37.250000,99.525000,105.215000,24.087000,32.105000,40231.731000,14.579000,7.740000,,71.347000,53.939000,0.187000,21.748000,2222.765000,2320.749000,Working,High
2821,2026-01-02 05:45:00,,,0.800000,,,375.318000,32.707000,73.880000,114.859000,297.929000,83.164000,60.580000,88.690000,27.397000,29.491000,40231.851000,14.501000,8.944000,,75.476000,10.903000,0.481000,23.069000,2245.466000,2345.601000,Working,High
2821,2026-01-02 06:00:00,,,0.745000,,,371.979000,47.537000,70.072000,101.591000,366.749000,68.189000,38.020000,114.345000,29.413000,30.451000,40232.030000,12.596000,8.650000,,45.287000,91.542000,0.399000,23.178000,2268.195000,2371.885000,Working,High
2821,2026-01-02 06:15:00,,,0.627000,,,340.557000,44.640000,31.992000,96.098000,316.651000,64.214000,81.854000,88.785000,24.027000,32.796000,40232.324000,13.300000,8.050000,,66.189000,22.237000,0.041000,21.120000,2292.288000,2397.242000,Working,High
2821,2026-01-02 06:30:00,,,0.366000,,,343.051000,31.238000,87.245000,77.759000,221.636000,47.374000,97.890000,73.178000,26.718000,30.047000,40232.522000,12.519000,7.223000,,53.267000,20.291000,0.930000,21.224000,2316.560000,2424.207000,Working,High
2821,2026-01-02 06:45:00,,,0.947000,,,337.404000,48.261000,80.642000,74.932000,292.234000,78.835000,43.082000,113.203000,24.984000,34.197000,40232.677000,12.326000,7.997000,,31.621000,16.081000,0.959000,22.592000,2340.421000,2447.053000,Working,High
2821,2026-01-02 07:00:00,,,0.929000,,,260.472000,44.040000,71.622000,109.680000,263.008000,40.429000,79.193000,102.171000,26.130000,32.978000,40232.764000,10.699000,8.028000,,106.887000,54.232000,0.818000,22.306000,2365.522000,2474.340000,Working,High
2821,2026-01-02 07:15:00,,,0.793000,,,276.764000,77.694000,50.901000,105.127000,355.688000,94.061000,68.796000,83.069000,26.787000,34.575000,40232.816000,11.518000,8.764000,,82.117000,115.631000,0.835000,23.921000,2389.916000,2501.789000,Working,High
